date,time,stock,category,newhigh_type,change_pct,trading_value,market_cap,current_price,investment_point,recent_results,source,detail_url,collected_at
2026-06-12,,후성,저탄소,52주,+20.6,"3,372억",2.0조,"19,010원",반도체 특수가스 수요 증가와 글로벌 공급망 변화에 따른 수혜 기대감. / 외국인 순매수 증가와 관련된 긍정적 투자 심리 강화.,"2026.2Q 1,496억/ 151억/ 164억(E) / 2026.1Q 1,414억/ 93억/ -72억 / 2025.4Q 1,193억/ 48억/ 126억 / 2025.3Q 1,210억/ 58억/ 144억 / 2025.2Q 1,242억/ 148억/ 148억",sin,https://www.awakeplus.co.kr/board/sin/2026-06-12,reparsed-local-2026-07-18
2026-06-12,,심텍,저탄소,역사적 신고가 다시 돌파,-2.4,"2,370억",4.9조,"130,100원",SOCAMM과 LPDDR 수요 확대에 따른 시장 기대감. / 1분기 실적 호조와 SOCAMM 초도 물량 출하로 인한 긍정적 전망.,"2026.2Q 4,681억/ 428억/ 260억(E) / 2026.1Q 4,224억/ 137억/ 144억 / 2025.4Q 3,934억/ 103억/ -1,168억 / 2025.3Q 3,728억/ 124억/ 67억 / 2025.2Q 3,408억/ 55억/ 55억",sin,https://www.awakeplus.co.kr/board/sin/2026-06-12,reparsed-local-2026-07-18
2026-06-12,,파크시스템스,저탄소,역사적 신고가 신규 돌파,+28.6,492억,2.4조,"339,500원",글로벌 반도체 투자 확대와 관련된 수혜 기대감. / 하반기부터 실적 반등 전망에 따른 투자 매력 증가.,2026.2Q 528억/ 100억/ 98억(E) / 2026.1Q 394억/ 21억/ 51억 / 2025.4Q 568억/ 84억/ 58억 / 2025.3Q 456억/ 86억/ 97억 / 2025.2Q 523억/ 120억/ 120억,sin,https://www.awakeplus.co.kr/board/sin/2026-06-12,reparsed-local-2026-07-18
2026-06-12,,이수화학,저탄소,52주 신고가 다시 돌파,+9.7,533억,"4,391억","16,700원",중동사태로 인한 공급 충격으로 인해 석유화학 제품의 수익성 개선 기대감. / 전고체 배터리 소재 가치와 본업 턴어라운드 기대감에 따른 긍정적 전망.,"2026.1Q 6,359억/ 254억/ 208억 / 2025.4Q 4,772억/ -34억/ -223억 / 2025.3Q 4,418억/ 64억/ 3억 / 2025.2Q 3,399억/ 39억/ 39억",sin,https://www.awakeplus.co.kr/board/sin/2026-06-12,reparsed-local-2026-07-18
2026-06-15,,HPSP,반도체/소부장,역사적 / 역대 최대거래,+16.8,2.7조,6.9조,"83,500원","TSMC, 삼성, 인텔의 대규모 투자 수혜로 인한 실적 개선 기대감. / 고압 수소 어닐링 기술의 독점적 지위에 기반한 시장 지배력 강화 전망.",2026.2Q 451억/ 234억/ 205억(E) / 2026.1Q 319억/ 161억/ 249억 / 2025.4Q 527억/ 274억/ 233억 / 2025.3Q 320억/ 151억/ 135억 / 2025.2Q 513억/ 286억/ 286억,sin,https://www.awakeplus.co.kr/board/sin/2026-06-15,reparsed-local-2026-07-18
2026-06-15,,네패스아크,반도체/소부장,역사적,+14.3,966억,"7,030억","57,700원",비메모리 OSAT(Outsourced Semiconductor Assembly and Test) 분야에서의 차별화된 경쟁력 부각. / AI 반도체 후공정 테스트에 대한 기대감과 밸류에이션 매력 부각.,2026.2Q 323억/ 59억/ 33억(E) / 2026.1Q 299억/ 50억/ 26억 / 2025.4Q 248억/ 0억/ 36억 / 2025.3Q 277억/ 11억/ -6억 / 2025.2Q 325억/ 46억/ 46억,sin,https://www.awakeplus.co.kr/board/sin/2026-06-15,reparsed-local-2026-07-18
2026-06-15,,한켐,반도체/소부장,52주,+13.0,340억,,,,,sin,https://www.awakeplus.co.kr/board/sin/2026-06-15,reparsed-local-2026-07-18
2026-06-15,,예스티,반도체/소부장,역사적,+7.2,177억,"6,875억","31,850원",고압수소어닐링 장비의 첫 출하로 글로벌 반도체 시장 진입 본격화 기대감. / HPA 장비의 메모리 시장 확장과 특허 분쟁에서의 성과로 기술 경쟁력 강화 전망.,2026.1Q 275억/ 31억/ 32억 / 2025.4Q 195억/ -24억/ 33억 / 2025.3Q 187억/ 11억/ 2억 / 2025.2Q 238억/ 28억/ 28억,sin,https://www.awakeplus.co.kr/board/sin/2026-06-15,reparsed-local-2026-07-18
2026-06-15,,에이팩트,반도체/소부장,역사적,+5.7,187억,"5,147억","12,150원",피델릭스와의 메모리 패키지 테스트 장기공급계약 체결로 인한 사업 확장 기대감. / 250억 원 전환사채 납입 완료를 통한 반도체 패키징 라인 증설 본격화.,2026.1Q 305억/ -19억/ -33억 / 2025.4Q 326억/ 47억/ 76억 / 2025.3Q 284억/ 20억/ 17억 / 2025.2Q 267억/ 9억/ 9억,sin,https://www.awakeplus.co.kr/board/sin/2026-06-15,reparsed-local-2026-07-18
2026-06-15,,SK스퀘어,금융/지주/밸류업,역사적,+4.0,1.5조,,,,,sin,https://www.awakeplus.co.kr/board/sin/2026-06-15,reparsed-local-2026-07-18
2026-06-15,,테크윙,반도체/소부장,역사적,+4.0,"4,858억",2.5조,"67,900원",메모리 빅3에 HBM4 장비를 납품하며 글로벌 반도체 검사장비 시장에서의 입지 강화. / 1분기 실적 급등과 큐브 프로버 수주 효과로 인한 성장 가속 기대감.,2026.2Q 702억/ 132억/ -(E) / 2026.1Q 524억/ 97억/ -61억 / 2025.4Q 339억/ 6억/ -45억 / 2025.3Q 418억/ 71억/ -67억 / 2025.2Q 489억/ 64억/ 64억,sin,https://www.awakeplus.co.kr/board/sin/2026-06-15,reparsed-local-2026-07-18
2026-06-15,,메카로,반도체/소부장,역사적,+3.0,31억,"4,887억","47,950원",반도체 공정에서 메탈히터블럭의 높은 시장 점유율 유지가 긍정적 평가. / 중국 매출 비중 증가로 인한 실적 개선 기대감.,2026.1Q 255억/ 41억/ 49억 / 2025.4Q 245억/ 39억/ 8억 / 2025.3Q 258억/ 47억/ 46억 / 2025.2Q 229억/ 34억/ 34억,sin,https://www.awakeplus.co.kr/board/sin/2026-06-15,reparsed-local-2026-07-18
2026-06-15,,코리아써키트,반도체/소부장,역사적,+1.8,324억,,,,,sin,https://www.awakeplus.co.kr/board/sin/2026-06-15,reparsed-local-2026-07-18
2026-06-15,,대한항공,금융/지주/밸류업,52주,+12.8,"3,582억",11.0조,"30,000원",미국과 이란의 종전 합의로 인한 국제유가 급락에 따른 비용 부담 완화 기대감. / 항공업계의 전반적인 수익성 개선과 함께 외국인 및 기관 투자자들의 관심 증가.,"2026.2Q 66,246억/ -2,248억/ -3,005억(E) / 2026.1Q 66,581억/ 5,174억/ 337억 / 2025.4Q 64,961억/ 1,549억/ 183억 / 2025.3Q 60,269억/ 1,575억/ -2,781억 / 2025.2Q 62,107억/ 3,701억/ 3,701억",sin,https://www.awakeplus.co.kr/board/sin/2026-06-15,reparsed-local-2026-07-18
2026-06-15,,신한지주,금융/지주/밸류업,역사적,+6.0,"2,102억",,,,,sin,https://www.awakeplus.co.kr/board/sin/2026-06-15,reparsed-local-2026-07-18
2026-06-15,,KB금융,금융/지주/밸류업,역사적,+5.2,"2,415억",,,,,sin,https://www.awakeplus.co.kr/board/sin/2026-06-15,reparsed-local-2026-07-18
2026-06-15,,신세계,금융/지주/밸류업,역사적,+1.4,565억,,,,,sin,https://www.awakeplus.co.kr/board/sin/2026-06-15,reparsed-local-2026-07-18
2026-06-15,,미래에셋생명,금융/지주/밸류업,역사적,+1.2,576억,,,,,sin,https://www.awakeplus.co.kr/board/sin/2026-06-15,reparsed-local-2026-07-18
2026-06-15,,KT&G,금융/지주/밸류업,역사적,+0.4,663억,,,,,sin,https://www.awakeplus.co.kr/board/sin/2026-06-15,reparsed-local-2026-07-18
2026-06-15,,한온시스템,자동차/부품,52주,+20.9,"4,513억",,,,,sin,https://www.awakeplus.co.kr/board/sin/2026-06-15,reparsed-local-2026-07-18
2026-06-15,,에스엘,자동차/부품,역사적,+12.1,319억,,,,,sin,https://www.awakeplus.co.kr/board/sin/2026-06-15,reparsed-local-2026-07-18
2026-06-15,,HL만도,자동차/부품,52주 / 역대 최대거래,+8.6,"5,330억",3.3조,"70,600원",로봇 택시와 휴머노이드 부품 공급 확대에 따른 성장 기대감. / AI 기반 전기화재 예방 솔루션의 현대차 메타플랜트 적용에 따른 호재.,"2026.2Q 24,860억/ 1,032억/ 583억(E) / 2026.1Q 23,117억/ 936억/ 531억 / 2025.4Q 24,616억/ 797억/ 291억 / 2025.3Q 23,213억/ 942억/ 492억 / 2025.2Q 24,009억/ 1,041억/ 1,041억",sin,https://www.awakeplus.co.kr/board/sin/2026-06-15,reparsed-local-2026-07-18
2026-06-15,,한국타이어앤테크놀로지,자동차/부품,역사적 신고가 신규 돌파,+2.1,338억,9.1조,"73,500원",명확한 방향성 증권사 발표에 따른 긍정적 투자 심리 형성. / 밸류에이션 플레이가 유효한 구간이라는 분석에 따른 주가 재평가 기대감.,"2026.2Q 56,699억/ 5,239억/ 3,139억(E) / 2026.1Q 53,139억/ 5,070억/ 3,724억 / 2025.4Q 54,562억/ 5,468억/ 911억 / 2025.3Q 54,127억/ 5,860억/ 3,896억 / 2025.2Q 53,697억/ 3,536억/ 3,536억",sin,https://www.awakeplus.co.kr/board/sin/2026-06-15,reparsed-local-2026-07-18
2026-06-15,,후성,자동차/부품,52주 신고가 돌파 이어감,+17.8,"3,672억",2.4조,"22,400원",AI 특수로 인한 수요 급증과 반도체 특수가스 품귀 현상에 따른 기대감. / 2차전지 전해질 및 반도체용 특수가스의 국내 유일 제조업체로서의 경쟁력 부각.,"2026.2Q 1,502억/ 154억/ 162억(E) / 2026.1Q 1,414억/ 93억/ -72억 / 2025.4Q 1,193억/ 48억/ 126억 / 2025.3Q 1,210억/ 58억/ 144억 / 2025.2Q 1,242억/ 148억/ 148억",sin,https://www.awakeplus.co.kr/board/sin/2026-06-15,reparsed-local-2026-07-18
2026-06-15,,비엠티,자동차/부품,52주 신고가 신규 돌파,+7.1,28억,"1,772억","17,850원",반도체 공장에 필수적인 제품을 공급하며 삼성·하이닉스의 수혜를 기대하는 분위기 형성. / 조선 및 해양플랜트 분야에서의 성과와 글로벌 시장 진출 확대에 따른 성장 전망.,2026.1Q 356억/ 18억/ 36억 / 2025.4Q 337억/ 33억/ 17억 / 2025.3Q 375억/ 58억/ 125억 / 2025.2Q 393억/ 34억/ 34억,sin,https://www.awakeplus.co.kr/board/sin/2026-06-15,reparsed-local-2026-07-18
2026-06-16,,미래에셋생명,금융/지주/밸류업,역사적,+12.6,"2,140억",4.4조,"32,250원",그룹 지배구조 개선에 따른 자진 상장폐지 기대감. / 업계 최초로 LLM기반 생성형 AI 언더라이팅 시스템 도입에 의한 혁신 기대감.,"2026.1Q 27,964억/ 684억/ 534억 / 2025.4Q 12,378억/ 283억/ 55억 / 2025.3Q 12,549억/ 618억/ 498억 / 2025.2Q 16,181억/ 650억/ 650억",sin,https://www.awakeplus.co.kr/board/sin/2026-06-16,reparsed-local-2026-07-18
2026-06-16,,신세계,금융/지주/밸류업,역사적,+8.8,878억,7.2조,"767,000원",백화점 테마 상승세와 외국인 관광객 기대감에 따른 매출 확대 전망. / 글로벌 고가 브랜드 판매 호조로 인한 실적 개선 기대감.,"2026.2Q 18,179억/ 1,420억/ 691억(E) / 2026.1Q 18,471억/ 1,978억/ 1,454억 / 2025.4Q 19,337억/ 1,725억/ -691억 / 2025.3Q 16,361억/ 998억/ 483억 / 2025.2Q 16,938억/ 753억/ 753억",sin,https://www.awakeplus.co.kr/board/sin/2026-06-16,reparsed-local-2026-07-18
2026-06-16,,현대백화점,금융/지주/밸류업,역사적,+8.3,348억,4.3조,"198,400원",외국인 관광객의 유입 증가로 인한 매출 증가 기대감. / 백화점 부문의 견고한 실적 성장 전망.,"2026.2Q 10,429억/ 784억/ 525억(E) / 2026.1Q 9,501억/ 988억/ 649억 / 2025.4Q 10,417억/ 1,059억/ -489억 / 2025.3Q 10,103억/ 727억/ 477억 / 2025.2Q 10,803억/ 869억/ 869억",sin,https://www.awakeplus.co.kr/board/sin/2026-06-16,reparsed-local-2026-07-18
2026-06-16,,SK스퀘어,반도체/소부장,역사적,+6.2,1.2조,198.1조,"1,501,000원",SK하이닉스의 강세로 인해 해당 기업의 반도체 관련 포트폴리오에 대한 기대감. / AI반도체TOP2플러스 펀드 편입으로 투자 매력 증가 전망.,"2026.2Q 3,886억/ 92,699억/ 100,679억(E) / 2026.1Q 86,314억/ 82,783억/ 83,747억 / 2025.4Q 33,747억/ 30,985억/ 32,769억 / 2025.3Q 30,747억/ 26,455억/ 24,824억 / 2025.2Q 18,883억/ 14,011억/ 14,011억",sin,https://www.awakeplus.co.kr/board/sin/2026-06-16,reparsed-local-2026-07-18
2026-06-16,,오리온홀딩스,금융/지주/밸류업,52주,+2.2,107억,,,,,sin,https://www.awakeplus.co.kr/board/sin/2026-06-16,reparsed-local-2026-07-18
2026-06-16,,하나금융지주,금융/지주/밸류업,역사적,+2.1,"1,421억",36.2조,"132,000원",대출 증가로 인한 실적 개선 기대감. / 밸류업 기대감 속 외인·기관 매수세 유입.,"2026.2Q -/ 16,535억/ 12,458억(E) / 2026.1Q 290,048억/ 16,536억/ 12,307억 / 2025.4Q 171,488억/ 8,904억/ 5,776억 / 2025.3Q 108,930억/ 14,782억/ 11,358억 / 2025.2Q 239,818억/ 14,933억/ 14,933억",sin,https://www.awakeplus.co.kr/board/sin/2026-06-16,reparsed-local-2026-07-18
2026-06-16,,KB금융,금융/지주/밸류업,역사적,+1.4,"2,948억",,,,,sin,https://www.awakeplus.co.kr/board/sin/2026-06-16,reparsed-local-2026-07-18
2026-06-16,,신한지주,금융/지주/밸류업,역사적,+1.0,"1,332억",,,,,sin,https://www.awakeplus.co.kr/board/sin/2026-06-16,reparsed-local-2026-07-18
2026-06-16,,네패스,반도체/소부장,52주,+8.5,381억,,,,,sin,https://www.awakeplus.co.kr/board/sin/2026-06-16,reparsed-local-2026-07-18
2026-06-16,,케이씨텍,반도체/소부장,역사적,+5.0,445억,1.8조,"90,100원",국내 유일 웨이퍼 CMP 장비사로서 메모리 투자 회복에 따른 수혜 기대감. / CMP 기술 활용을 통한 반도체 핵심소재 국산화 추진 전망.,"2026.1Q 1,561억/ 348억/ 316억 / 2025.4Q 1,117억/ 217억/ 196억 / 2025.3Q 960억/ 149억/ 150억 / 2025.2Q 975억/ 156억/ 156억",sin,https://www.awakeplus.co.kr/board/sin/2026-06-16,reparsed-local-2026-07-18
2026-06-16,,SK하이닉스,반도체/소부장,역사적,+4.1,7.9조,,,,,sin,https://www.awakeplus.co.kr/board/sin/2026-06-16,reparsed-local-2026-07-18
2026-06-16,,화신정공,로봇,역사적,+29.9,"1,308억","2,394억","6,830원",로봇 부품 공급 기대감에 투자자 유입 증가. / 로봇 및 배터리 신사업 기대감에 따른 시장 관심 확대.,"2026.1Q 1,213억/ 122억/ 101억 / 2025.4Q 1,045억/ 42억/ 35억 / 2025.3Q 876억/ 3억/ 5억 / 2025.2Q 985억/ 54억/ 54억",sin,https://www.awakeplus.co.kr/board/sin/2026-06-16,reparsed-local-2026-07-18
2026-06-16,,HL만도,로봇,52주,+8.9,"3,274억",3.6조,"76,900원",로봇 택시 수주 확대와 Physical AI로의 확장에 따른 성장 기대감. / 휴머노이드 및 로보택시용 핵심부품 공급사로 도약 준비에 따른 긍정적 전망.,"2026.2Q 24,417억/ 1,031억/ 581억(E) / 2026.1Q 23,117억/ 936억/ 531억 / 2025.4Q 24,616억/ 797억/ 291억 / 2025.3Q 23,213억/ 942억/ 492억 / 2025.2Q 24,009억/ 1,041억/ 1,041억",sin,https://www.awakeplus.co.kr/board/sin/2026-06-16,reparsed-local-2026-07-18
2026-06-16,,LIG디펜스앤에어로스페이스,로봇,역사적 신고가 신규 돌파,+18.6,"9,788억",22.0조,"1,002,000원",독일 라인메탈과의 전략적 파트너십 체결로 유럽 방산 시장 공략 기대감. / 중동 사태 이후 K-방산 강세로 인한 추가 수주 기대감.,"2026.2Q 11,591억/ 1,047억/ 876억(E) / 2026.1Q 11,679억/ 1,711억/ 1,354억 / 2025.4Q 14,048억/ 387억/ -1억 / 2025.3Q 10,492억/ 896억/ 542억 / 2025.2Q 9,454억/ 776억/ 776억",sin,https://www.awakeplus.co.kr/board/sin/2026-06-16,reparsed-local-2026-07-18
2026-06-16,,인바디,로봇,52주 신고가 다시 돌파,-0.1,42억,"6,134억","45,500원",GLP-1 모니터링 수요 확대로 비만 치료제 시장 내 체성분 분석의 중요성 부각. / 글로벌 빅파마와 중국 시장 공략으로 인한 성장 기대감.,2026.2Q 665억/ 122억/ 92억(E) / 2026.1Q 684억/ 130억/ 163억 / 2025.4Q 624억/ 95억/ 64억 / 2025.3Q 598억/ 98억/ 94억 / 2025.2Q 562억/ 104억/ 104억,sin,https://www.awakeplus.co.kr/board/sin/2026-06-16,reparsed-local-2026-07-18
2026-06-16,,아비코전자,로봇,52주 신고가 다시 돌파,-0.1,147억,"1,635억","12,300원",DDR5와 갤럭시 관련 제품 수요 증가로 인한 매출 성장 기대감. / 베트남 자회사 캐파 증설에 따른 생산 능력 확대 전망.,2026.2Q 324억/ 20억/ -(E) / 2026.1Q 353억/ 19억/ 26억 / 2025.4Q 342억/ 21억/ 24억 / 2025.3Q 347억/ 24억/ 28억 / 2025.2Q 336억/ 28억/ 28억,sin,https://www.awakeplus.co.kr/board/sin/2026-06-16,reparsed-local-2026-07-18
2026-06-16,,엘엠에스,로봇,52주 신고가 신규 돌파,-3.2,6억,595억,"6,690원",최근 엘엠에스의 최대주주인 나우주가 주식 수를 18만7366주 증가시켜 지분율을 53.57%로 늘리며 안정적인 경영권 확보 기대감. / 중국과 홍콩 법인을 통해 해외 사업 확장에 나서며 글로벌 시장 진출 가속화 전망.,2026.1Q 223억/ -8억/ 37억 / 2025.4Q 189억/ -20억/ -42억 / 2025.3Q 178억/ -27억/ -1억 / 2025.2Q 180억/ -35억/ -35억,sin,https://www.awakeplus.co.kr/board/sin/2026-06-16,reparsed-local-2026-07-18
2026-06-17,,한솔테크닉스,금융/지주/밸류업,52주,+30.0,810억,"6,233억","15,340원",윌테크놀러지 인수를 통해 반도체 포트폴리오를 강화하며 성장 기대감이 높아짐. / 삼성전자와의 공급망 관련 기대감이 증대됨에 따른 긍정적인 전망.,"2026.1Q 3,160억/ 141억/ 117억 / 2025.4Q 2,895억/ -293억/ -371억 / 2025.3Q 3,316억/ 177억/ 128억 / 2025.2Q 2,936억/ 128억/ 128억",sin,https://www.awakeplus.co.kr/board/sin/2026-06-17,reparsed-local-2026-07-18
2026-06-17,,예스티,반도체/소부장,역사적 / 52주 최대거래,+16.4,432억,"7,264억","33,650원",고압어닐링장비(HPA) 기술을 기반으로 반도체 시장 확장 기대감. / LED 장비 테마 상승세에 따른 투자자 관심 증가.,2026.1Q 275억/ 31억/ 32억 / 2025.4Q 195억/ -24억/ 33억 / 2025.3Q 187억/ 11억/ 2억 / 2025.2Q 238억/ 28억/ 28억,sin,https://www.awakeplus.co.kr/board/sin/2026-06-17,reparsed-local-2026-07-18
2026-06-17,,코리아써키트,반도체/소부장,역사적,+7.6,382억,,,,,sin,https://www.awakeplus.co.kr/board/sin/2026-06-17,reparsed-local-2026-07-18
2026-06-17,,SK스퀘어,금융/지주/밸류업,역사적,+6.3,1.5조,210.6조,"1,596,000원",SK하이닉스의 주주환원 확대 기대감이 반영되며 투자 매력 부각. / SK하이닉스의 배당 매력이 높아지면서 기업 가치 상승 전망.,"2026.2Q 3,882억/ 93,073억/ 99,984억(E) / 2026.1Q 86,314억/ 82,783억/ 83,747억 / 2025.4Q 33,747억/ 30,985억/ 32,769억 / 2025.3Q 30,747억/ 26,455억/ 24,824억 / 2025.2Q 18,883억/ 14,011억/ 14,011억",sin,https://www.awakeplus.co.kr/board/sin/2026-06-17,reparsed-local-2026-07-18
2026-06-17,,SK하이닉스,반도체/소부장,역사적,+5.8,9.2조,1796.7조,"2,521,000원",주주환원 확대 기대감에 따른 긍정적 투자 심리 형성. / 장중 신고가 경신에 따른 시장의 높은 관심 집중.,"2026.2Q 812,265억/ 619,762억/ 463,005억(E) / 2026.1Q 525,763억/ 376,103억/ 403,459억 / 2025.4Q 328,267억/ 191,696억/ 152,460억 / 2025.3Q 244,489억/ 113,834억/ 125,975억 / 2025.2Q 222,320억/ 92,129억/ 92,129억",sin,https://www.awakeplus.co.kr/board/sin/2026-06-17,reparsed-local-2026-07-18
2026-06-17,,에이팩트,반도체/소부장,역사적,+5.4,226억,,,,,sin,https://www.awakeplus.co.kr/board/sin/2026-06-17,reparsed-local-2026-07-18
2026-06-17,,인텍플러스,반도체/소부장,52주,+2.7,275억,,,,,sin,https://www.awakeplus.co.kr/board/sin/2026-06-17,reparsed-local-2026-07-18
2026-06-17,,한켐,반도체/소부장,52주,+2.7,126억,,,,,sin,https://www.awakeplus.co.kr/board/sin/2026-06-17,reparsed-local-2026-07-18
2026-06-17,,아스플로,반도체/소부장,역사적,+2.1,16억,,,,,sin,https://www.awakeplus.co.kr/board/sin/2026-06-17,reparsed-local-2026-07-18
2026-06-17,,빅솔론,금융/지주/밸류업,역사적,+10.2,7억,"1,687억","8,770원",한국 기술로 글로벌 시장 공략을 위한 UPS 프로젝트 합류 소식 / 지난해 영업이익 68.8% 증가에 따른 긍정적 실적 기대감,2026.1Q 375억/ 56억/ 66억 / 2025.4Q 463억/ 100억/ 97억 / 2025.3Q 307억/ 24억/ 43억 / 2025.2Q 288억/ 23억/ 23억,sin,https://www.awakeplus.co.kr/board/sin/2026-06-17,reparsed-local-2026-07-18
2026-06-17,,SK,금융/지주/밸류업,역사적,+5.2,"1,381억",51.3조,"708,000원",SK하이닉스의 주주환원 확대 기대감에 따른 투자자 관심 증가. / SK스퀘어의 SK하이닉스 관련 기대감에 따른 긍정적 시장 반응.,"2026.2Q 358,477억/ 23,515억/ 19,523억(E) / 2026.1Q 367,513억/ 36,731억/ 99,063억 / 2025.4Q 302,901억/ 3,917억/ -36,923억 / 2025.3Q 310,414억/ 8,274억/ 26,800억 / 2025.2Q 301,420억/ 1,996억/ 1,996억",sin,https://www.awakeplus.co.kr/board/sin/2026-06-17,reparsed-local-2026-07-18
2026-06-17,,현대백화점,금융/지주/밸류업,역사적,+4.3,330억,4.5조,"207,000원",백화점과 면세점 부문의 실적 호조로 인한 실적 모멘텀 강화 기대감. / 하반기 실적 모멘텀 확대 전망에 따른 투자 의견 양호.,"2026.2Q 10,314억/ 785억/ 528억(E) / 2026.1Q 9,501억/ 988억/ 649억 / 2025.4Q 10,417억/ 1,059억/ -489억 / 2025.3Q 10,103억/ 727억/ 477억 / 2025.2Q 10,803억/ 869억/ 869억",sin,https://www.awakeplus.co.kr/board/sin/2026-06-17,reparsed-local-2026-07-18
2026-06-17,,롯데쇼핑,금융/지주/밸류업,52주,+2.8,425억,,,,,sin,https://www.awakeplus.co.kr/board/sin/2026-06-17,reparsed-local-2026-07-18
2026-06-17,,디앤디파마텍,비만 치료제,역사적,+18.0,"5,769억",4.7조,"108,100원",LG AI연구원과의 펩타이드 신약 개발 본계약 체결 소식에 따른 기대감. / MASH 치료제 등 다양한 파이프라인을 통한 기술수출 가능성 부각.,2026.1Q 1억/ -111억/ -101억 / 2025.4Q 10억/ -104억/ 19억 / 2025.3Q 10억/ -62억/ -58억 / 2025.2Q 9억/ -81억/ -81억,sin,https://www.awakeplus.co.kr/board/sin/2026-06-17,reparsed-local-2026-07-18
2026-06-17,,현대해상,비만 치료제,52주 신고가 신규 돌파,-2.7,231억,3.4조,"40,150원",도수치료 관리급여 도입으로 인한 수혜 전망 / 보험손익 개선 및 자본안정성 지속 개선 기대감,"2026.1Q 47,161억/ 3,245억/ 2,364억 / 2025.4Q 43,065억/ -1,279억/ -1,145억 / 2025.3Q 45,218억/ 7,077억/ 6,298억 / 2025.2Q 50,016억/ 3,975억/ 3,975억",sin,https://www.awakeplus.co.kr/board/sin/2026-06-17,reparsed-local-2026-07-18
2026-06-17,,와이지-원,비만 치료제,52주 신고가 다시 돌파,+13.5,348억,"7,550억","20,300원",텅스텐 가격의 급등에 따른 재고 자산 가치 상승 기대감. / 캐나다 광산업체 지분 투자를 통한 공급망 다변화 호재.,"2026.1Q 2,078억/ 388억/ 257억 / 2025.4Q 1,782억/ 193억/ 78억 / 2025.3Q 1,688억/ 226억/ 108억 / 2025.2Q 1,507억/ 156억/ 156억",sin,https://www.awakeplus.co.kr/board/sin/2026-06-17,reparsed-local-2026-07-18
2026-06-17,,화신,비만 치료제,52주 신고가 신규 돌파,-5.0,"1,001억","4,648억","13,310원",로봇 부품 시장 진출 기대감에 따른 주가 상승 기대감. / 현대기아자동차그룹과의 협력 확대에 따른 외형 성장 모멘텀.,"2026.2Q 5,590억/ 307억/ 275억(E) / 2026.1Q 5,056억/ 170억/ 283억 / 2025.4Q 5,124억/ 339억/ 194억 / 2025.3Q 4,859억/ 116억/ 180억 / 2025.2Q 4,908억/ 265억/ 265억",sin,https://www.awakeplus.co.kr/board/sin/2026-06-17,reparsed-local-2026-07-18
2026-06-17,,화신정공,비만 치료제,역사적 신고가 돌파 이어감,+3.4,"1,199억","2,475억","7,060원",보스턴다이나믹스가 화신정공을 방문하며 로봇 부품 공급망 협력 가능성 부각. / 현대차 로봇기업 방문과 관련된 기대감 속에서 로봇 부품 공급 기회 전망.,"2026.1Q 1,213억/ 122억/ 101억 / 2025.4Q 1,045억/ 42억/ 35억 / 2025.3Q 876억/ 3억/ 5억 / 2025.2Q 985억/ 54억/ 54억",sin,https://www.awakeplus.co.kr/board/sin/2026-06-17,reparsed-local-2026-07-18
2026-06-17,,강동씨앤엘,비만 치료제,52주 신고가 신규 돌파,+30.0,108억,871억,"1,430원",시멘트/레미콘 테마의 상승세로 인한 긍정적 영향. / 주요 영업권역인 전라권에서의 지역적 특화시장 형성으로 인한 경쟁력 강화.,2026.1Q 125억/ -8억/ -20억 / 2025.4Q 193억/ 27억/ 2억 / 2025.3Q 217억/ 27억/ 9억 / 2025.2Q 193억/ 28억/ 28억,sin,https://www.awakeplus.co.kr/board/sin/2026-06-17,reparsed-local-2026-07-18
2026-06-17,,삼현철강,비만 치료제,52주 신고가 신규 돌파,-0.8,21억,783억,"5,070원",남-북-러 가스관사업 테마 상승세에 따른 기대감. / 철강재 가공 및 판매 역량에 대한 긍정적 평가.,2026.1Q 574억/ 15억/ 19억 / 2025.4Q 582억/ 21억/ 25억 / 2025.3Q 531억/ 10억/ 14억 / 2025.2Q 544억/ 19억/ 19억,sin,https://www.awakeplus.co.kr/board/sin/2026-06-17,reparsed-local-2026-07-18
2026-06-17,,서산,비만 치료제,52주 신고가 돌파 이어감,+30.0,387억,741억,"3,705원",시멘트/레미콘 테마 상승세에 따른 긍정적 영향. / 전기차 충전기 사업의 성장 가능성에 대한 기대감.,2026.1Q 115억/ 3억/ 6억 / 2025.4Q 128억/ -3억/ 1억 / 2025.3Q 135억/ -4억/ -14억 / 2025.2Q 110억/ -6억/ -6억,sin,https://www.awakeplus.co.kr/board/sin/2026-06-17,reparsed-local-2026-07-18
2026-06-18,,예스티,반도체/소부장,역사적 / 52주 최대거래,+18.4,"2,641억","8,602억","39,850원",반도체 HPA 시장에서 독점적 지위를 가진 HPSP와의 특허 소송에서 승리하며 기술적 우위를 확보한 점. / 고압어닐링장비(HPA)를 활용한 메모리 시장 진입 본격화 전망.,2026.2Q 301억/ 40억/ -(E) / 2026.1Q 275억/ 31억/ 32억 / 2025.4Q 195억/ -24억/ 33억 / 2025.3Q 187억/ 11억/ 2억 / 2025.2Q 238억/ 28억/ 28억,sin,https://www.awakeplus.co.kr/board/sin/2026-06-18,reparsed-local-2026-07-18
